	id_cp_interaction	partner_a	partner_b	protein_name_a	protein_name_b	annotation_strategy	source	gene_name_a	gene_name_b	gene_name_mouse_a	gene_name_mouse_b
138		P27037	P43026	AVR2A_HUMAN	GDF5_HUMAN	curated	uniprot unpacked	ACVR2A	GDF5	Acvr2a	Gdf5
139		Q01113	P15248	IL9R_HUMAN	IL9_HUMAN	curated	uniprot unpacked	IL9R	IL9	Il9r	Il9
140		P31785	P15248	IL2RG_HUMAN	IL9_HUMAN	curated	uniprot unpacked	IL2RG	IL9	Il2rg	Il9
141		P36896	P55107	ACV1B_HUMAN	GDF10_HUMAN	curated	uniprot unpacked	ACVR1B	GDF10	Acvr1b	Gdf10
142		Q13705	P55107	AVR2B_HUMAN	GDF10_HUMAN	curated	uniprot unpacked	ACVR2B	GDF10	Acvr2b	Gdf10
145		Q99650	P13725	OSMR_HUMAN	ONCM_HUMAN	curated	uniprot unpacked	OSMR	OSM	Osmr	Osm
146		P40189	P13725	IL6RB_HUMAN	ONCM_HUMAN	curated	uniprot unpacked	IL6ST	OSM	Il6st	Osm
147		P14784	P40933	IL2RB_HUMAN	IL15_HUMAN	curated	uniprot unpacked	IL2RB	IL15	Il2rb	Il15
148		P31785	P40933	IL2RG_HUMAN	IL15_HUMAN	curated	uniprot unpacked	IL2RG	IL15	Il2rg	Il15
149		Q13873	P43026	BMPR2_HUMAN	GDF5_HUMAN	curated	uniprot unpacked	BMPR2	GDF5	Bmpr2	Gdf5
150		P26715	P13747	NKG2A_HUMAN	HLAE_HUMAN	curated	uniprot unpacked	KLRC1	HLA-E	Klrc1	H2-T23
151		P17948	P49763	VGFR1_HUMAN	PLGF_HUMAN	curated	uniprot unpacked	FLT1	PGF	Flt1	Pgf
152		P35968	P49763	VGFR2_HUMAN	PLGF_HUMAN	curated	uniprot unpacked	KDR	PGF	Kdr	Pgf
153		P36894	P12643	BMR1A_HUMAN	BMP2_HUMAN	curated	uniprot unpacked	BMPR1A	BMP2	Bmpr1a	Bmp2
154		P27037	P12643	AVR2A_HUMAN	BMP2_HUMAN	curated	uniprot unpacked	ACVR2A	BMP2	Acvr2a	Bmp2
155		Q16671	P03971	AMHR2_HUMAN	MIS_HUMAN	curated	uniprot unpacked	AMHR2	AMH	Amhr2	Amh
156		P36894	P03971	BMR1A_HUMAN	MIS_HUMAN	curated	uniprot unpacked	BMPR1A	AMH	Bmpr1a	Amh
157		P17948	P49765	VGFR1_HUMAN	VEGFB_HUMAN	curated	uniprot unpacked	FLT1	VEGFB	Flt1	Vegfb
158		P35968	P49765	VGFR2_HUMAN	VEGFB_HUMAN	curated	uniprot unpacked	KDR	VEGFB	Kdr	Vegfb
159		P42702	P15018	LIFR_HUMAN	LIF_HUMAN	curated	uniprot unpacked	LIFR	LIF	Lifr	Lif
160		P40189	P15018	IL6RB_HUMAN	LIF_HUMAN	curated	uniprot unpacked	IL6ST	LIF	Il6st	Lif
161		O00238	P18075	BMR1B_HUMAN	BMP7_HUMAN	curated	uniprot unpacked	BMPR1B	BMP7	Bmpr1b	Bmp7
162		P27930	P18510	IL1R2_HUMAN	IL1RA_HUMAN	curated	uniprot unpacked	IL1R2	IL1RN	Il1r2	Il1rn
163		Q9NPH3	P18510	IL1AP_HUMAN	IL1RA_HUMAN	curated	uniprot unpacked	IL1RAP	IL1RN	Il1rap	Il1rn
164		Q04771	Q7Z5Y6	ACVR1_HUMAN	BMP8A_HUMAN	curated	uniprot unpacked	ACVR1	BMP8A	Acvr1	Bmp8a
167		O00238	P22004	BMR1B_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	BMPR1B	BMP6	Bmpr1b	Bmp6
168		Q14116	Q14116	IL18_HUMAN	IL18_HUMAN	curated	uniprot unpacked	IL18	IL18	Il18	Il18
169		Q13478	Q14116	IL18R_HUMAN	IL18_HUMAN	curated	uniprot unpacked	IL18R1	IL18	Il18r1	Il18
170		O95256	Q14116	I18RA_HUMAN	IL18_HUMAN	curated	uniprot unpacked	IL18RAP	IL18	Il18rap	Il18
173		P36896	O14793	ACV1B_HUMAN	GDF8_HUMAN	curated	uniprot unpacked	ACVR1B	MSTN	Acvr1b	Mstn
174		P27037	O14793	AVR2A_HUMAN	GDF8_HUMAN	curated	uniprot unpacked	ACVR2A	MSTN	Acvr2a	Mstn
177		P14784	P60568	IL2RB_HUMAN	IL2_HUMAN	curated	uniprot unpacked	IL2RB	IL2	Il2rb	Il2
178		P31785	P60568	IL2RG_HUMAN	IL2_HUMAN	curated	uniprot unpacked	IL2RG	IL2	Il2rg	Il2
179		Q8IU57	Q8IZI9	INLR1_HUMAN	IFNL3_HUMAN	curated	uniprot unpacked	IFNLR1	IFNL3	Ifnlr1	Ifnl2
180		Q08334	Q8IZI9	I10R2_HUMAN	IFNL3_HUMAN	curated	uniprot unpacked	IL10RB	IFNL3	Il10rb	Ifnl2
181		P01732	P06239	CD8A_HUMAN	LCK_HUMAN	curated	uniprot unpacked	CD8A	LCK	Cd8a	Lck
182		P10966	P06239	CD8B_HUMAN	LCK_HUMAN	curated	uniprot unpacked	CD8B	LCK	Cd8b1	Lck
183		Q9HB29	Q9NZH7	ILRL2_HUMAN	IL36B_HUMAN	curated	uniprot unpacked	IL1RL2	IL36B	Il1rl2	Il1f8
184		Q9NPH3	Q9NZH7	IL1AP_HUMAN	IL36B_HUMAN	curated	uniprot unpacked	IL1RAP	IL36B	Il1rap	Il1f8
187		Q8N6P7	Q9GZX6	I22R1_HUMAN	IL22_HUMAN	curated	uniprot unpacked	IL22RA1	IL22	Il22ra1	Il22
188		Q08334	Q9GZX6	I10R2_HUMAN	IL22_HUMAN	curated	uniprot unpacked	IL10RB	IL22	Il10rb	Il22
189		O00238	O95972	BMR1B_HUMAN	BMP15_HUMAN	curated	uniprot unpacked	BMPR1B	BMP15	Bmpr1b	Bmp15
190		Q13873	O95972	BMPR2_HUMAN	BMP15_HUMAN	curated	uniprot unpacked	BMPR2	BMP15	Bmpr2	Bmp15
191		P37023	O95393	ACVL1_HUMAN	BMP10_HUMAN	curated	uniprot unpacked	ACVRL1	BMP10	Acvrl1	Bmp10
192		Q13873	O95393	BMPR2_HUMAN	BMP10_HUMAN	curated	uniprot unpacked	BMPR2	BMP10	Bmpr2	Bmp10
194		Q9UBK5	Q29980	HCST_HUMAN	MICB_HUMAN	curated	uniprot unpacked	HCST	MICB	Hcst	Mill2
195		O14786	Q14563	NRP1_HUMAN	SEM3A_HUMAN	curated	uniprot unpacked	NRP1	SEMA3A	Nrp1	Sema3a
196		P51805	Q14563	PLXA3_HUMAN	SEM3A_HUMAN	curated	uniprot unpacked	PLXNA3	SEMA3A	Plxna3	Sema3a
197		Q9HCM2	Q14563	PLXA4_HUMAN	SEM3A_HUMAN	curated	uniprot unpacked	PLXNA4	SEMA3A	Plxna4	Sema3a
198		Q9UHF4	Q9NYY1	I20RA_HUMAN	IL20_HUMAN	curated	uniprot unpacked	IL20RA	IL20	Il20ra	Il20
199		Q6UXL0	Q9NYY1	I20RB_HUMAN	IL20_HUMAN	curated	uniprot unpacked	IL20RB	IL20	Il20rb	Il20
200		P16871	P13232	IL7RA_HUMAN	IL7_HUMAN	curated	uniprot unpacked	IL7R	IL7	Il7r	Il7
201		P31785	P13232	IL2RG_HUMAN	IL7_HUMAN	curated	uniprot unpacked	IL2RG	IL7	Il2rg	Il7
202		P27930	P01583	IL1R2_HUMAN	IL1A_HUMAN	curated	uniprot unpacked	IL1R2	IL1A	Il1r2	Il1a
203		Q13705	O14793	AVR2B_HUMAN	GDF8_HUMAN	curated	uniprot unpacked	ACVR2B	MSTN	Acvr2b	Mstn
204		P26992	P26441	CNTFR_HUMAN	CNTF_HUMAN	curated	uniprot unpacked	CNTFR	CNTF	Cntfr	Cntf
205		P42702	P26441	LIFR_HUMAN	CNTF_HUMAN	curated	uniprot unpacked	LIFR	CNTF	Lifr	Cntf
206		P40189	P26441	IL6RB_HUMAN	CNTF_HUMAN	curated	uniprot unpacked	IL6ST	CNTF	Il6st	Cntf
207		P36896	Q9NR23	ACV1B_HUMAN	GDF3_HUMAN	curated	uniprot unpacked	ACVR1B	GDF3	Acvr1b	Gdf3
208		Q13705	Q9NR23	AVR2B_HUMAN	GDF3_HUMAN	curated	uniprot unpacked	ACVR2B	GDF3	Acvr2b	Gdf3
209		Q13873	Q6KF10	BMPR2_HUMAN	GDF6_HUMAN	curated	uniprot unpacked	BMPR2	GDF6	Bmpr2	Gdf6
210		Q96F46	Q9P0M4	I17RA_HUMAN	IL17C_HUMAN	curated	uniprot unpacked	IL17RA	IL17C	Il17ra	Il17c
211		Q8NFR9	Q9P0M4	I17RE_HUMAN	IL17C_HUMAN	curated	uniprot unpacked	IL17RE	IL17C	Il17re	Il17c
212		P16234	Q9GZP0	PGFRA_HUMAN	PDGFD_HUMAN	curated	uniprot unpacked	PDGFRA	PDGFD	Pdgfra	Pdgfd
213		Q13705	P12644	AVR2B_HUMAN	BMP4_HUMAN	curated	uniprot unpacked	ACVR2B	BMP4	Acvr2b	Bmp4
214		Q13705	P22003	AVR2B_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	ACVR2B	BMP5	Acvr2b	Bmp5
215		Q13873	P22004	BMPR2_HUMAN	BMP6_HUMAN	curated	uniprot unpacked	BMPR2	BMP6	Bmpr2	Bmp6
216		P35968	Q8NFY4	VGFR2_HUMAN	SEM6D_HUMAN	curated	uniprot unpacked	KDR	SEMA6D	Kdr	Sema6d
217		Q01638	O95760	ILRL1_HUMAN	IL33_HUMAN	curated	uniprot unpacked	IL1RL1	IL33	Il1rl1	Il33
218		Q9NPH3	O95760	IL1AP_HUMAN	IL33_HUMAN	curated	uniprot unpacked	IL1RAP	IL33	Il1rap	Il33
219		P36896	P12645	ACV1B_HUMAN	BMP3_HUMAN	curated	uniprot unpacked	ACVR1B	BMP3	Acvr1b	Bmp3
220		P27037	P12645	AVR2A_HUMAN	BMP3_HUMAN	curated	uniprot unpacked	ACVR2A	BMP3	Acvr2a	Bmp3
221		P61769	P02768	B2MG_HUMAN	ALBU_HUMAN	curated	uniprot unpacked	B2M	ALB	B2m	Alb
222		P55899	P02768	FCGRN_HUMAN	ALBU_HUMAN	curated	uniprot unpacked	FCGRT	ALB	Fcgrt	Alb
223		Q8N6P7	Q13007	I22R1_HUMAN	IL24_HUMAN	curated	uniprot unpacked	IL22RA1	IL24	Il22ra1	Il24
224		O75051	Q14563	PLXA2_HUMAN	SEM3A_HUMAN	curated	uniprot unpacked	PLXNA2	SEMA3A	Plxna2	Sema3a
225		P01589	P60568	IL2RA_HUMAN	IL2_HUMAN	curated	uniprot unpacked	IL2RA	IL2	Il2ra	Il2
226		Q04771	P03971	ACVR1_HUMAN	MIS_HUMAN	curated	uniprot unpacked	ACVR1	AMH	Acvr1	Amh
227		Q9HB29	Q9NZH8	ILRL2_HUMAN	IL36G_HUMAN	curated	uniprot unpacked	IL1RL2	IL36G	Il1rl2	Il1f9
228		Q9NPH3	Q9NZH8	IL1AP_HUMAN	IL36G_HUMAN	curated	uniprot unpacked	IL1RAP	IL36G	Il1rap	Il1f9
229		Q14626	P20809	I11RA_HUMAN	IL11_HUMAN	curated	uniprot unpacked	IL11RA	IL11	Gm13305	Il11
230		P40189	P20809	IL6RB_HUMAN	IL11_HUMAN	curated	uniprot unpacked	IL6ST	IL11	Il6st	Il11
231		P14778	P18510	IL1R1_HUMAN	IL1RA_HUMAN	curated	uniprot unpacked	IL1R1	IL1RN	Il1r1	Il1rn
232		Q04771	P22003	ACVR1_HUMAN	BMP5_HUMAN	curated	uniprot unpacked	ACVR1	BMP5	Acvr1	Bmp5
233		Q9UIW2	Q14563	PLXA1_HUMAN	SEM3A_HUMAN	curated	uniprot unpacked	PLXNA1	SEMA3A	Plxna1	Sema3a
234		P42702	P13725	LIFR_HUMAN	ONCM_HUMAN	curated	uniprot unpacked	LIFR	OSM	Lifr	Osm
235		P36896	P27539	ACV1B_HUMAN	GDF1_HUMAN	curated	uniprot unpacked	ACVR1B	GDF1	Acvr1b	Gdf1
236		Q13705	P27539	AVR2B_HUMAN	GDF1_HUMAN	curated	uniprot unpacked	ACVR2B	GDF1	Acvr2b	Gdf1
237		Q9HBE5	Q9HBE4	IL21R_HUMAN	IL21_HUMAN	curated	uniprot unpacked	IL21R	IL21	Il21r	Il21
238		P31785	Q9HBE4	IL2RG_HUMAN	IL21_HUMAN	curated	uniprot unpacked	IL2RG	IL21	Il2rg	Il21
239		Q8N6P7	Q9NYY1	I22R1_HUMAN	IL20_HUMAN	curated	uniprot unpacked	IL22RA1	IL20	Il22ra1	Il20
240		P26992	Q9UBD9	CNTFR_HUMAN	CLCF1_HUMAN	curated	uniprot unpacked	CNTFR	CLCF1	Cntfr	Clcf1
241		P42702	Q9UBD9	LIFR_HUMAN	CLCF1_HUMAN	curated	uniprot unpacked	LIFR	CLCF1	Lifr	Clcf1
242		P40189	Q9UBD9	IL6RB_HUMAN	CLCF1_HUMAN	curated	uniprot unpacked	IL6ST	CLCF1	Il6st	Clcf1
243		P78552	P35225	I13R1_HUMAN	IL13_HUMAN	curated	uniprot unpacked	IL13RA1	IL13	Il13ra1	Il13
244		P24394	P35225	IL4RA_HUMAN	IL13_HUMAN	curated	uniprot unpacked	IL4R	IL13	Il4ra	Il13
245		Q9HB29	Q9UHA7	ILRL2_HUMAN	IL36A_HUMAN	curated	uniprot unpacked	IL1RL2	IL36A	Il1rl2	Il1f6
246		Q9NPH3	Q9UHA7	IL1AP_HUMAN	IL36A_HUMAN	curated	uniprot unpacked	IL1RAP	IL36A	Il1rap	Il1f6
247		O00238	P03971	BMR1B_HUMAN	MIS_HUMAN	curated	uniprot unpacked	BMPR1B	AMH	Bmpr1b	Amh
248		P32927	P05113	IL3RB_HUMAN	IL5_HUMAN	curated	uniprot unpacked	CSF2RB	IL5	Csf2rb	Il5
249		Q01344	P05113	IL5RA_HUMAN	IL5_HUMAN	curated	uniprot unpacked	IL5RA	IL5	Il5ra	Il5
250		P31785	P05112	IL2RG_HUMAN	IL4_HUMAN	curated	uniprot unpacked	IL2RG	IL4	Il2rg	Il4
251		Q9P218	P05556	COKA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL20A1	ITGB1	Col20a1	Itgb1
252		Q9P218	P17301	COKA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL20A1	ITGA2	Col20a1	Itga2
253		Q07092	P05556	COGA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL16A1	ITGB1	Col16a1	Itgb1
254		Q07092	Q9UKX5	COGA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL16A1	ITGA11	Col16a1	Itga11
255		O95390	P36897	GDF11_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	GDF11	TGFBR1	Gdf11	Tgfbr1
256		O95390	P27037	GDF11_HUMAN	AVR2A_HUMAN	curated	uniprot unpacked	GDF11	ACVR2A	Gdf11	Acvr2a
257		P39060	P05556	COIA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL18A1	ITGB1	Col18a1	Itgb1
258		P39060	O75578	COIA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL18A1	ITGA10	Col18a1	Itga10
259		Q99748	P07949	NRTN_HUMAN	RET_HUMAN	curated	uniprot unpacked	NRTN	RET	Nrtn	Ret
260		Q99748	O00451	NRTN_HUMAN	GFRA2_HUMAN	curated	uniprot unpacked	NRTN	GFRA2	Nrtn	Gfra2
261		Q14993	P05556	COJA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL19A1	ITGB1	Col19a1	Itgb1
262		Q14993	Q9UKX5	COJA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL19A1	ITGA11	Col19a1	Itga11
263		Q99715	P05556	COCA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL12A1	ITGB1	Col12a1	Itgb1
264		Q99715	P56199	COCA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL12A1	ITGA1	Col12a1	Itga1
265		P08123	P05556	CO1A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL1A2	ITGB1	Col1a2	Itgb1
266		P08123	P56199	CO1A2_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL1A2	ITGA1	Col1a2	Itga1
267		P04216	P06756	THY1_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	THY1	ITGAV	Thy1	Itgav
268		P04216	P05106	THY1_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	THY1	ITGB3	Thy1	Itgb3
269		P10600	P37173	TGFB3_HUMAN	TGFR2_HUMAN	curated	uniprot unpacked	TGFB3	TGFBR2	Tgfb3	Tgfbr2
270		P10600	Q04771	TGFB3_HUMAN	ACVR1_HUMAN	curated	uniprot unpacked	TGFB3	ACVR1	Tgfb3	Acvr1
271		P12830	P26010	CADH1_HUMAN	ITB7_HUMAN	curated	uniprot unpacked	CDH1	ITGB7	Cdh1	Itgb7
272		P12830	P38570	CADH1_HUMAN	ITAE_HUMAN	curated	uniprot unpacked	CDH1	ITGAE	Cdh1	Itgae
273		P53420	P05556	CO4A4_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A4	ITGB1	Col4a4	Itgb1
274		P53420	Q9UKX5	CO4A4_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A4	ITGA11	Col4a4	Itga11
275		Q02388	P05556	CO7A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL7A1	ITGB1	Col7a1	Itgb1
276		Q02388	O75578	CO7A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL7A1	ITGA10	Col7a1	Itga10
277		P20908	P05556	CO5A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL5A1	ITGB1	Col5a1	Itgb1
278		P20908	Q9UKX5	CO5A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL5A1	ITGA11	Col5a1	Itga11
279		A8TX70	P05556	CO6A5_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL6A5	ITGB1	Col6a5	Itgb1
280		A8TX70	O75578	CO6A5_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL6A5	ITGA10	Col6a5	Itga10
281		P39905	P07949	GDNF_HUMAN	RET_HUMAN	curated	uniprot unpacked	GDNF	RET	Gdnf	Ret
282		P39905	P56159	GDNF_HUMAN	GFRA1_HUMAN	curated	uniprot unpacked	GDNF	GFRA1	Gdnf	Gfra1
283		Q9P218	P56199	COKA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL20A1	ITGA1	Col20a1	Itga1
284		P53420	O75578	CO4A4_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL4A4	ITGA10	Col4a4	Itga10
285		Q03692	P05556	COAA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL10A1	ITGB1	Col10a1	Itgb1
286		Q03692	P56199	COAA1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL10A1	ITGA1	Col10a1	Itga1
287		P24821	P05556	TENA_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	TNC	ITGB1	Tnc	Itgb1
288		P24821	P53708	TENA_HUMAN	ITA8_HUMAN	curated	uniprot unpacked	TNC	ITGA8	Tnc	Itga8
289		P08123	O75578	CO1A2_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL1A2	ITGA10	Col1a2	Itga10
290		Q96A83	P05556	COQA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL26A1	ITGB1	Col26a1	Itgb1
291		Q96A83	O75578	COQA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL26A1	ITGA10	Col26a1	Itga10
292		Q05707	P05556	COEA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL14A1	ITGB1	Col14a1	Itgb1
293		Q05707	O75578	COEA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL14A1	ITGA10	Col14a1	Itga10
294		P02458	P05556	CO2A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL2A1	ITGB1	Col2a1	Itgb1
295		P02458	P56199	CO2A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL2A1	ITGA1	Col2a1	Itga1
296		O95390	Q13705	GDF11_HUMAN	AVR2B_HUMAN	curated	uniprot unpacked	GDF11	ACVR2B	Gdf11	Acvr2b
297		P19320	P05107	VCAM1_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	VCAM1	ITGB2	Vcam1	Itgb2
298		P19320	Q13349	VCAM1_HUMAN	ITAD_HUMAN	curated	uniprot unpacked	VCAM1	ITGAD	Vcam1	Itgad
299		P10451	P05556	OSTP_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	SPP1	ITGB1	Spp1	Itgb1
300		P10451	Q13797	OSTP_HUMAN	ITA9_HUMAN	curated	uniprot unpacked	SPP1	ITGA9	Spp1	Itga9
301		A6NMZ7	P05556	CO6A6_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL6A6	ITGB1	Col6a6	Itgb1
302		A6NMZ7	O75578	CO6A6_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL6A6	ITGA10	Col6a6	Itga10
303		Q07092	P17301	COGA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL16A1	ITGA2	Col16a1	Itga2
304		P02452	P05556	CO1A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL1A1	ITGB1	Col1a1	Itgb1
305		P02452	P17301	CO1A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL1A1	ITGA2	Col1a1	Itga2
306		Q14050	P05556	CO9A3_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL9A3	ITGB1	Col9a3	Itgb1
307		Q14050	P17301	CO9A3_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL9A3	ITGA2	Col9a3	Itga2
308		P02751	P05556	FINC_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	FN1	ITGB1	Fn1	Itgb1
309		P02751	P17301	FINC_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	FN1	ITGA2	Fn1	Itga2
310		P07996	P08514	TSP1_HUMAN	ITA2B_HUMAN	curated	uniprot unpacked	THBS1	ITGA2B	Thbs1	Itga2b
311		P07996	P05106	TSP1_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	THBS1	ITGB3	Thbs1	Itgb3
312		P08572	P05556	CO4A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A2	ITGB1	Col4a2	Itgb1
313		P08572	Q9UKX5	CO4A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL4A2	ITGA11	Col4a2	Itga11
314		Q99715	O75578	COCA1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL12A1	ITGA10	Col12a1	Itga10
315		P02462	P05556	CO4A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL4A1	ITGB1	Col4a1	Itgb1
316		P02462	P17301	CO4A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A1	ITGA2	Col4a1	Itga2
317		O14793	P36897	GDF8_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	MSTN	TGFBR1	Mstn	Tgfbr1
318		O14793	P27037	GDF8_HUMAN	AVR2A_HUMAN	curated	uniprot unpacked	MSTN	ACVR2A	Mstn	Acvr2a
319		Q14055	P05556	CO9A2_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL9A2	ITGB1	Col9a2	Itgb1
320		Q14055	Q9UKX5	CO9A2_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL9A2	ITGA11	Col9a2	Itga11
321		Q5T4W7	P07949	ARTN_HUMAN	RET_HUMAN	curated	uniprot unpacked	ARTN	RET	Artn	Ret
322		Q5T4W7	O60609	ARTN_HUMAN	GFRA3_HUMAN	curated	uniprot unpacked	ARTN	GFRA3	Artn	Gfra3
323		P12111	P05556	CO6A3_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL6A3	ITGB1	Col6a3	Itgb1
324		P12111	P56199	CO6A3_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL6A3	ITGA1	Col6a3	Itga1
325		P12109	P05556	CO6A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL6A1	ITGB1	Col6a1	Itgb1
326		P12109	O75578	CO6A1_HUMAN	ITA10_HUMAN	curated	uniprot unpacked	COL6A1	ITGA10	Col6a1	Itga10
327		P07996	P05556	TSP1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	THBS1	ITGB1	Thbs1	Itgb1
328		P07996	P26006	TSP1_HUMAN	ITA3_HUMAN	curated	uniprot unpacked	THBS1	ITGA3	Thbs1	Itga3
329		P08253	P06756	MMP2_HUMAN	ITAV_HUMAN	curated	uniprot unpacked	MMP2	ITGAV	Mmp2	Itgav
330		P08253	P05106	MMP2_HUMAN	ITB3_HUMAN	curated	uniprot unpacked	MMP2	ITGB3	Mmp2	Itgb3
331		P27658	P05556	CO8A1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL8A1	ITGB1	Col8a1	Itgb1
332		P27658	P56199	CO8A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL8A1	ITGA1	Col8a1	Itga1
333		P61812	P37173	TGFB2_HUMAN	TGFR2_HUMAN	curated	uniprot unpacked	TGFB2	TGFBR2	Tgfb2	Tgfbr2
334		P61812	Q04771	TGFB2_HUMAN	ACVR1_HUMAN	curated	uniprot unpacked	TGFB2	ACVR1	Tgfb2	Acvr1
335		P01127	P16234	PDGFB_HUMAN	PGFRA_HUMAN	curated	uniprot unpacked	PDGFB	PDGFRA	Pdgfb	Pdgfra
336		P06734	P20702	FCER2_HUMAN	ITAX_HUMAN	curated	uniprot unpacked	FCER2	ITGAX	Fcer2a	Itgax
337		P06734	P05107	FCER2_HUMAN	ITB2_HUMAN	curated	uniprot unpacked	FCER2	ITGB2	Fcer2a	Itgb2
338		P20908	P17301	CO5A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL5A1	ITGA2	Col5a1	Itga2
339		Q02388	P56199	CO7A1_HUMAN	ITA1_HUMAN	curated	uniprot unpacked	COL7A1	ITGA1	Col7a1	Itga1
340		P02458	P17301	CO2A1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL2A1	ITGA2	Col2a1	Itga2
341		P39059	P05556	COFA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL15A1	ITGB1	Col15a1	Itgb1
342		P39059	P17301	COFA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL15A1	ITGA2	Col15a1	Itga2
343		P39060	Q9UKX5	COIA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL18A1	ITGA11	Col18a1	Itga11
344		P39059	Q9UKX5	COFA1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL15A1	ITGA11	Col15a1	Itga11
345		Q03692	P17301	COAA1_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL10A1	ITGA2	Col10a1	Itga2
346		Q02388	Q9UKX5	CO7A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL7A1	ITGA11	Col7a1	Itga11
347		P53420	P17301	CO4A4_HUMAN	ITA2_HUMAN	curated	uniprot unpacked	COL4A4	ITGA2	Col4a4	Itga2
348		P61812	P36897	TGFB2_HUMAN	TGFR1_HUMAN	curated	uniprot unpacked	TGFB2	TGFBR1	Tgfb2	Tgfbr1
349		P12109	Q9UKX5	CO6A1_HUMAN	ITA11_HUMAN	curated	uniprot unpacked	COL6A1	ITGA11	Col6a1	Itga11
350		Q8NFW1	P05556	COMA1_HUMAN	ITB1_HUMAN	curated	uniprot unpacked	COL22A1	ITGB1	Col22a1	Itgb1
